dia_semana,br,km,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,latitude,longitude,delegacia,classificacao_acidente,postos_policiais_PRF
sexta-feira,BR-405,149.9,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-6.096993,-38.20757,DEL04-RN,Risco Médio,Baixa
sexta-feira,BR-393,177.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-22.13456,-43.24896,DEL05-RJ,Risco Baixo,Média
domingo,BR-101,524.0,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Curva,-22.9982,-44.47653,DEL03-RJ,Risco Baixo,Alta
quarta-feira,BR-364,570.0,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Não Informado,-9.4804,-63.1012,DEL03-RO,Risco Médio,Alta
quarta-feira,BR-101,130.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-26.9907,-48.6629,DEL04-SC,Risco Médio,Alta
segunda-feira,BR-267,158.2,Plena Noite,Crescente,Céu Claro,Simples,Curva,-21.84365,-43.78373,DEL05-MG,Risco Baixo,Baixa
terça-feira,BR-230,13.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-6.718934,-43.11747,DEL03-PI,Risco Médio,Baixa
terça-feira,BR-316,80.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-1.303792,-47.78865,DEL01-PA,Risco Médio,Baixa
terça-feira,BR-262,601.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-20.09316,-56.74345,DEL03-MS,Risco Médio,Média
domingo,BR-135,365.0,Pleno dia,Crescente,Céu Claro,Simples,Curva,-9.150888,-44.41513,DEL03-PI,Risco Alto,Baixa
sexta-feira,BR-101,139.0,Pleno dia,Crescente,Céu Claro,Simples,Curva,-27.0296,-48.6012,DEL04-SC,Risco Baixo,Alta
terça-feira,BR-20,11.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-15.64654,-47.76642,DEL02-DF,Risco Baixo,Baixa
quarta-feira,BR-290,716.8,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-29.78304,-57.02401,DEL13-RS,Risco Médio,Baixa
terça-feira,BR-470,80.0,Plena Noite,Crescente,Nublado,Simples,Reta,-26.94883,-49.31579,DEL04-SC,Risco Médio,Baixa
sexta-feira,BR-222,2.9,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,-3.731862,-38.52667,DEL01-CE,Risco Médio,Baixa
sexta-feira,BR-392,248.0,Plena Noite,Crescente,Nublado,Simples,Curva,-30.55515,-53.40981,DEL09-RS,Risco Baixo,Média
quarta-feira,BR-101,57.6,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-26.44045,-48.80161,DEL03-SC,Risco Médio,Alta
quarta-feira,BR-316,89.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-1.31888,-47.69535,DEL01-PA,Risco Médio,Baixa
terça-feira,BR-277,1.0,Plena Noite,Crescente,Nublado,Dupla,Reta,-25.55617,-48.56182,DEL01-PR,Risco Médio,Média
quinta-feira,BR-280,296.4,Pleno dia,Crescente,Sol,Simples,Interseção de vias,-26.24787,-53.36324,DEL02-PR,Risco Médio,Baixa
quinta-feira,BR-280,192.6,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-26.17822,-49.99837,DEL06-SC,Risco Baixo,Baixa
terça-feira,BR-407,10.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-9.48836,-40.47118,DEL04-BA,Risco Baixo,Baixa
domingo,BR-232,210.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-8.358204,-36.69669,DEL02-PE,Risco Alto,Baixa
quinta-feira,BR-116,785.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-21.63946,-42.71309,DEL07-MG,Risco Médio,Alta
sexta-feira,BR-316,0.6,Pleno dia,Crescente,Sol,Dupla,Curva,-1.404891,-48.43154,DEL01-PA,Risco Médio,Baixa
sábado,BR-262,575.7,Pleno dia,Decrescente,Chuva,Simples,Curva,-19.67319,-46.04351,DEL08-MG,Risco Médio,Média
sexta-feira,BR-354,703.0,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-21.97541,-44.92323,DEL17-MG,Risco Médio,Baixa
sexta-feira,BR-116,80.3,Anoitecer,Crescente,Nublado,Simples,Interseção de vias,-22.41473,-42.94984,DEL04-RJ,Risco Médio,Alta
quinta-feira,BR-381,709.4,Pleno dia,Crescente,Chuva,Dupla,Curva,-21.34935,-45.17919,DEL04-MG,Risco Baixo,Alta
sexta-feira,BR-381,699.9,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,-21.28191,-45.13998,DEL04-MG,Risco Médio,Alta
sexta-feira,BR-70,515.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-15.70633,-56.13437,DEL01-MT,Risco Médio,Baixa
segunda-feira,BR-401,4.0,Plena Noite,Decrescente,Céu Claro,Simples,Curva,2.789642,-60.65874,DEL01-RR,Risco Alto,Baixa
sexta-feira,BR-116,235.5,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-29.6652,-51.14326,DEL01-RS,Risco Médio,Alta
sábado,BR-116,315.0,Pleno dia,Crescente,Nublado,Dupla,Curva,-23.9006,-46.9894,DEL04-SP,Risco Médio,Alta
terça-feira,BR-101,67.8,Pleno dia,Crescente,Nublado,Simples,Viaduto,-18.72446,-39.86042,DEL04-ES,Risco Médio,Alta
sexta-feira,BR-135,14.8,Plena Noite,Crescente,Céu Claro,Dupla,Curva,-2.53073,-44.3068,DEL01-MA,Risco Baixo,Baixa
quinta-feira,BR-425,63.0,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,-10.10608,-65.28912,DEL01-RO,Risco Médio,Baixa
segunda-feira,BR-424,1.5,Plena Noite,Crescente,Céu Claro,Simples,Reta,-8.438928,-37.05827,DEL03-PE,Risco Alto,Baixa
domingo,BR-153,505.5,Plena Noite,Decrescente,Nublado,Dupla,Reta,-16.7537,-49.2411,DEL01-GO,Risco Médio,Alta
sábado,BR-282,565.8,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-26.90027,-52.88831,DEL07-SC,Risco Baixo,Baixa
segunda-feira,BR-470,222.0,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,-29.20373,-51.51787,DEL06-RS,Risco Médio,Baixa
sábado,BR-40,700.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-21.21881,-43.74272,DEL05-MG,Risco Médio,Alta
terça-feira,BR-290,99.9,Pleno dia,Crescente,Nublado,Dupla,Ponte,-29.9881,-51.23783,DEL01-RS,Risco Alto,Baixa
terça-feira,BR-116,311.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-30.20958,-51.40329,DEL02-RS,Risco Médio,Alta
domingo,BR-262,6.5,Pleno dia,Crescente,Céu Claro,Múltipla,Interseção de vias,-20.3419,-40.39706,DEL01-ES,Risco Baixo,Média
segunda-feira,BR-101,197.0,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,-27.51844,-48.63848,DEL01-SC,Risco Médio,Alta
terça-feira,BR-101,47.8,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,-7.882907,-34.90461,DEL01-PE,Risco Baixo,Alta
sexta-feira,BR-282,232.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-27.78508,-50.44539,DEL05-SC,Risco Médio,Baixa
segunda-feira,BR-101,168.0,Pleno dia,Decrescente,Chuva,Simples,Reta,-12.35711,-38.84491,DEL01-BA,Risco Médio,Alta
terça-feira,BR-369,163.0,Pleno dia,Decrescente,Céu Claro,Múltipla,Interseção de vias,-23.29708,-51.27851,DEL07-PR,Risco Médio,Baixa
sábado,BR-116,284.8,Pleno dia,Crescente,Sol,Dupla,Viaduto,-23.69998,-46.86777,DEL04-SP,Risco Médio,Alta
sexta-feira,BR-316,8.0,Plena Noite,Decrescente,Céu Claro,Múltipla,Curva,-1.367411,-48.3758,DEL01-PA,Risco Médio,Baixa
domingo,BR-116,8.1,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-25.3697,-49.1158,DEL01-PR,Risco Médio,Alta
quinta-feira,BR-435,63.3,Pleno dia,Crescente,Sol,Simples,Curva,-13.08851,-60.37434,DEL04-RO,Risco Alto,Baixa
terça-feira,BR-153,504.2,Anoitecer,Crescente,Céu Claro,Dupla,Desvio Temporário,-16.7451,-49.2408,DEL01-GO,Risco Médio,Alta
sexta-feira,BR-101,263.0,Pleno dia,Crescente,Céu Claro,Simples,Curva,-13.09004,-39.27863,DEL01-BA,Risco Médio,Alta
quarta-feira,BR-282,389.4,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-27.16526,-51.56391,DEL07-SC,Risco Médio,Baixa
quinta-feira,BR-280,253.6,Pleno dia,Decrescente,Céu Claro,Simples,Curva,-26.21336,-50.43388,DEL06-SC,Risco Baixo,Baixa
segunda-feira,BR-116,275.0,Pleno dia,Crescente,Céu Claro,Dupla,Curva,-22.56207,-44.15671,DEL07-RJ,Risco Baixo,Alta
sexta-feira,BR-101,70.0,Plena Noite,Decrescente,Chuva,Simples,Curva,-8.067761,-34.94265,DEL01-PE,Risco Médio,Alta
quarta-feira,BR-116,503.8,Pleno dia,Decrescente,Chuva,Dupla,Reta,-31.57478,-52.26588,DEL07-RS,Risco Alto,Alta
quarta-feira,BR-70,1.0,Anoitecer,Crescente,Nublado,Múltipla,Não Informado,-15.77579,-48.23259,DEL01-DF,Risco Médio,Baixa
sábado,BR-376,530.9,Amanhecer,Decrescente,Nublado,Dupla,Não Informado,-25.29873,-49.89237,DEL03-PR,Risco Baixo,Baixa
terça-feira,BR-420,345.8,Pleno dia,Decrescente,Sol,Simples,Reta,-13.51071,-40.00304,DEL03-BA,Risco Médio,Baixa
quinta-feira,BR-116,322.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-22.49659,-44.56371,DEL07-RJ,Risco Médio,Alta
segunda-feira,BR-381,489.0,Pleno dia,Decrescente,Nublado,Múltipla,Não Informado,-19.9561,-44.13248,DEL01-MG,Risco Baixo,Alta
quinta-feira,BR-101,429.0,Pleno dia,Crescente,Chuva,Dupla,Curva,-22.93533,-44.0004,DEL03-RJ,Risco Médio,Alta
quarta-feira,BR-290,100.7,Plena Noite,Crescente,Céu Claro,Dupla,Curva,-29.98865,-51.23655,DEL01-RS,Risco Médio,Baixa
sábado,BR-163,740.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-12.64244,-55.78416,DEL06-MT,Risco Médio,Alta
domingo,BR-324,577.2,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-12.58397,-38.53007,DEL01-BA,Risco Alto,Baixa
terça-feira,BR-101,302.8,Plena Noite,Crescente,Nublado,Múltipla,Curva,-20.36958,-40.44385,DEL01-ES,Risco Médio,Alta
sexta-feira,BR-242,713.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-12.22315,-44.32261,DEL10-BA,Risco Médio,Baixa
sexta-feira,BR-20,11.6,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-15.6444,-47.76117,DEL02-DF,Risco Baixo,Baixa
quinta-feira,BR-101,151.0,Pleno dia,Crescente,Chuva,Simples,Não Informado,-11.26151,-37.44123,DEL02-SE,Risco Médio,Alta
quinta-feira,BR-158,564.0,Plena Noite,Crescente,Céu Claro,Simples,Interseção de vias,-30.86053,-55.50436,DEL11-RS,Risco Médio,Baixa
terça-feira,BR-70,12.4,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-15.79357,-48.1613,DEL01-DF,Risco Médio,Baixa
segunda-feira,BR-493,17.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-22.66828,-43.01496,DEL04-RJ,Risco Alto,Baixa
quinta-feira,BR-285,648.6,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Curva,-28.62265,-55.747,DEL12-RS,Risco Baixo,Baixa
sábado,BR-163,13.5,Plena Noite,Crescente,Céu Claro,Simples,Reta,-23.95207,-54.31503,DEL09-MS,Risco Baixo,Alta
segunda-feira,BR-381,932.6,Pleno dia,Crescente,Chuva,Dupla,Curva,-22.81198,-46.28431,DEL16-MG,Risco Médio,Alta
segunda-feira,BR-101,203.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-27.565,-48.6146,DEL01-SC,Risco Médio,Alta
sábado,BR-40,684.3,Pleno dia,Crescente,Céu Claro,Simples,Curva,-21.08691,-43.77084,DEL05-MG,Risco Médio,Alta
domingo,BR-116,2.0,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,-3.770198,-38.51725,DEL01-CE,Risco Baixo,Alta
quinta-feira,BR-153,48.3,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de vias,-27.65291,-52.25941,DEL08-RS,Risco Baixo,Alta
sexta-feira,BR-163,593.0,Plena Noite,Decrescente,Nublado,Dupla,Retorno Regulamentado,-13.82932,-56.08265,DEL01-MT,Risco Baixo,Alta
quarta-feira,BR-235,54.0,Plena Noite,Crescente,Chuva,Simples,Reta,-10.67605,-37.44328,DEL01-SE,Risco Médio,Baixa
sábado,BR-262,27.2,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-20.38399,-40.55226,DEL01-ES,Risco Médio,Média
quarta-feira,BR-60,47.6,Amanhecer,Decrescente,Céu Claro,Dupla,Curva,-16.14797,-48.6082,DEL02-GO,Risco Médio,Média
sábado,BR-290,25.2,Plena Noite,Crescente,Chuva,Múltipla,Reta,-29.8802,-50.50397,DEL03-RS,Risco Médio,Baixa
quarta-feira,BR-135,172.1,Pleno dia,Decrescente,Chuva,Simples,Reta,-3.990301,-44.47242,DEL01-MA,Risco Baixo,Baixa
sábado,BR-230,17.0,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-7.1121,-34.8426,DEL01-PB,Risco Médio,Baixa
quarta-feira,BR-20,417.6,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-3.842409,-38.6149,DEL01-CE,Risco Baixo,Baixa
quinta-feira,BR-101,321.0,Pleno dia,Crescente,Chuva,Dupla,Reta,-22.86981,-43.11046,DEL02-RJ,Risco Médio,Alta
sexta-feira,BR-116,7.8,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-3.810731,-38.50075,DEL01-CE,Risco Médio,Alta
quinta-feira,BR-153,189.4,Pleno dia,Crescente,Sol,Simples,Desvio Temporário,-21.74052,-49.85196,DEL07-SP,Risco Baixo,Alta
quarta-feira,BR-230,117.5,Amanhecer,Decrescente,Chuva,Dupla,Curva,-7.241426,-35.62423,DEL02-PB,Risco Médio,Baixa
domingo,BR-282,43.8,Pleno dia,Crescente,Céu Claro,Simples,Curva,-27.71946,-48.89753,DEL01-SC,Risco Médio,Baixa
domingo,BR-101,86.8,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,-7.15119,-34.91012,DEL01-PB,Risco Médio,Alta
quinta-feira,BR-365,624.5,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-18.9068,-48.29745,DEL15-MG,Risco Médio,Média
quinta-feira,BR-153,256.2,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-22.2369,-49.91939,DEL07-SP,Risco Baixo,Alta
segunda-feira,BR-116,243.3,Pleno dia,Crescente,Sol,Dupla,Viaduto,-29.73049,-51.14949,DEL01-RS,Risco Médio,Alta
quinta-feira,BR-158,202.3,Pleno dia,Crescente,Céu Claro,Simples,Reta,-28.70384,-53.60092,DEL10-RS,Risco Médio,Baixa
sexta-feira,BR-20,81.1,Pleno dia,Crescente,Céu Claro,Simples,Reta,-15.08308,-47.09755,DEL02-DF,Risco Médio,Baixa
quarta-feira,BR-116,262.9,Plena Noite,Crescente,Chuva,Simples,Não Informado,-17.74573,-41.49826,DEL11-MG,Risco Baixo,Alta
sexta-feira,BR-251,34.0,Plena Noite,Crescente,Nublado,Simples,Reta,-15.9383,-47.7598,DEL01-DF,Risco Alto,Baixa
quarta-feira,BR-70,4.0,Pleno dia,Decrescente,Nublado,Dupla,Reta,-15.79811,-48.08932,DEL01-DF,Risco Médio,Baixa
sexta-feira,BR-235,44.2,Anoitecer,Crescente,Céu Claro,Simples,Reta,-10.10076,-38.04423,DEL01-SE,Risco Baixo,Baixa
quarta-feira,BR-116,177.7,Plena Noite,Crescente,Ignorado,Dupla,Reta,-22.76289,-43.42209,DEL01-RJ,Risco Médio,Alta
segunda-feira,BR-40,6.4,Plena Noite,Decrescente,Céu Claro,Dupla,Ponte,-16.10081,-47.97735,DEL01-DF,Risco Baixo,Alta
segunda-feira,BR-262,175.0,Pleno dia,Decrescente,Chuva,Simples,Curva,-20.24863,-41.55005,DEL01-ES,Risco Médio,Média
sexta-feira,BR-101,124.9,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-26.94768,-48.68412,DEL04-SC,Risco Médio,Alta
sábado,BR-163,2.8,Pleno dia,Decrescente,Sol,Simples,Não Informado,-26.2664,-53.6382,DEL07-SC,Risco Baixo,Alta
domingo,BR-163,259.4,Plena Noite,Crescente,Nublado,Dupla,Reta,-22.24942,-54.77476,DEL04-MS,Risco Médio,Alta
domingo,BR-158,195.4,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,-16.42982,-51.79625,DEL05-GO,Risco Baixo,Baixa
sábado,BR-470,236.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-29.31235,-51.48695,DEL06-RS,Risco Médio,Baixa
quinta-feira,BR-476,142.5,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-25.54054,-49.30216,DEL01-PR,Risco Baixo,Baixa
terça-feira,BR-101,206.5,Plena Noite,Crescente,Céu Claro,Múltipla,Viaduto,-27.59194,-48.61825,DEL01-SC,Risco Médio,Alta
domingo,BR-232,147.0,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,-8.329969,-36.14553,DEL02-PE,Risco Médio,Baixa
sexta-feira,BR-116,14.0,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Curva,-25.0997,-48.6777,DEL01-PR,Risco Baixo,Alta
sexta-feira,BR-116,144.0,Pleno dia,Decrescente,Garoa/Chuvisco,Múltipla,Reta,-23.18274,-45.84634,DEL02-SP,Risco Médio,Alta
sábado,BR-116,705.5,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-21.14049,-42.38137,DEL07-MG,Risco Médio,Alta
terça-feira,BR-493,112.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-22.78346,-43.75648,DEL01-RJ,Risco Médio,Baixa
sábado,BR-381,503.2,Pleno dia,Decrescente,Sol,Dupla,Não Informado,-20.03855,-44.25495,DEL01-MG,Risco Médio,Alta
sábado,BR-60,454.6,Pleno dia,Crescente,Céu Claro,Simples,Reta,-21.00329,-55.1387,DEL01-MS,Risco Médio,Média
segunda-feira,BR-101,126.1,Plena Noite,Crescente,Céu Claro,Múltipla,Não Informado,-26.95564,-48.67978,DEL04-SC,Risco Médio,Alta
sábado,BR-393,170.1,Pleno dia,Crescente,Nublado,Simples,Curva,-22.1219,-43.18576,DEL06-RJ,Risco Médio,Média
sexta-feira,BR-116,180.0,Pleno dia,Decrescente,Sol,Dupla,Reta,-22.76516,-43.41547,DEL01-RJ,Risco Médio,Alta
quinta-feira,BR-381,362.0,Pleno dia,Decrescente,Chuva,Simples,Reta,-19.84423,-43.19687,DEL03-MG,Risco Médio,Alta
terça-feira,BR-80,1.3,Plena Noite,Crescente,Nublado,Simples,Reta,-15.73322,-48.08651,DEL01-DF,Risco Médio,Baixa
sexta-feira,BR-364,401.1,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-15.65327,-55.99163,DEL02-MT,Risco Baixo,Alta
terça-feira,BR-412,110.2,Anoitecer,Crescente,Céu Claro,Simples,Reta,-7.681408,-36.89131,DEL02-PB,Risco Médio,Baixa
sábado,BR-50,234.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-17.8361,-47.7727,DEL06-GO,Risco Médio,Média
domingo,BR-381,913.2,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-22.71565,-46.12482,DEL16-MG,Risco Baixo,Alta
terça-feira,BR-447,12.6,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-20.34387,-40.32947,DEL01-ES,Risco Médio,Baixa
quinta-feira,BR-282,511.8,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-26.9054,-52.4642,DEL07-SC,Risco Alto,Baixa
sexta-feira,BR-101,317.0,Pleno dia,Crescente,Chuva,Dupla,Reta,-22.83708,-43.09492,DEL02-RJ,Risco Médio,Alta
segunda-feira,BR-470,228.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-29.26558,-51.50035,DEL06-RS,Risco Médio,Baixa
quarta-feira,BR-101,70.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-8.067761,-34.94265,DEL01-PE,Risco Médio,Alta
domingo,BR-116,216.0,Anoitecer,Crescente,Nublado,Múltipla,Reta,-23.45057,-46.46258,DEL01-SP,Risco Baixo,Alta
segunda-feira,BR-40,562.8,Pleno dia,Crescente,Chuva,Dupla,Não Informado,-20.15313,-43.9627,DEL01-MG,Risco Médio,Alta
sexta-feira,BR-381,913.5,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-22.71766,-46.12639,DEL16-MG,Risco Baixo,Alta
terça-feira,BR-70,683.8,Pleno dia,Decrescente,Chuva,Simples,Curva,-16.20228,-57.38586,DEL03-MT,Risco Médio,Baixa
sexta-feira,BR-381,873.8,Pleno dia,Crescente,Sol,Dupla,Curva,-22.422,-45.9667,DEL16-MG,Risco Médio,Alta
terça-feira,BR-381,507.3,Anoitecer,Decrescente,Nublado,Dupla,Reta,-20.0418,-44.26383,DEL01-MG,Risco Médio,Alta
segunda-feira,BR-277,695.5,Pleno dia,Crescente,Nublado,Dupla,Reta,-25.38205,-54.28674,DEL05-PR,Risco Médio,Média
sexta-feira,BR-163,608.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-13.7324,-56.048,DEL01-MT,Risco Baixo,Alta
terça-feira,BR-101,402.0,Pleno dia,Crescente,Céu Claro,Simples,Curva,-28.86331,-49.44595,DEL02-SC,Risco Baixo,Alta
domingo,BR-324,513.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-12.23098,-38.96101,DEL02-BA,Risco Médio,Baixa
terça-feira,BR-376,652.0,Pleno dia,Crescente,Chuva,Dupla,Curva,-25.84235,-49.05672,DEL01-PR,Risco Médio,Baixa
sexta-feira,BR-174,5.5,Pleno dia,Crescente,Céu Claro,Simples,Reta,-15.2295,-59.34826,DEL04-MT,Risco Médio,Baixa
sexta-feira,BR-423,98.0,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,-8.876175,-36.50364,DEL03-PE,Risco Médio,Baixa
domingo,BR-60,2.3,Pleno dia,Decrescente,Nublado,Dupla,Reta,-15.88738,-48.07799,DEL01-DF,Risco Médio,Média
domingo,BR-364,62.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-18.71615,-50.95834,DEL05-GO,Risco Médio,Alta
segunda-feira,BR-365,626.9,Pleno dia,Decrescente,Céu Claro,Dupla,Ponte,-18.90659,-48.33469,DEL15-MG,Risco Médio,Média
sábado,BR-101,260.5,Pleno dia,Decrescente,Chuva,Dupla,Curva,-20.14653,-40.28548,DEL02-ES,Risco Médio,Alta
segunda-feira,BR-158,120.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-19.87308,-51.12907,DEL08-MS,Risco Médio,Baixa
sexta-feira,BR-20,248.0,Pleno dia,Crescente,Chuva,Simples,Reta,-12.87512,-39.21686,DEL10-BA,Risco Baixo,Baixa
segunda-feira,BR-116,235.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-10.65257,-38.95106,DEL07-BA,Risco Alto,Alta
segunda-feira,BR-277,169.7,Pleno dia,Crescente,Céu Claro,Simples,Reta,-25.43447,-50.00619,DEL01-PR,Risco Médio,Média
quinta-feira,BR-319,63.0,Amanhecer,Decrescente,Nublado,Dupla,Interseção de vias,-8.755473,-63.88636,DEL01-RO,Risco Médio,Baixa
domingo,BR-50,210.3,Amanhecer,Crescente,Nublado,Dupla,Não Informado,-17.647,-47.757,DEL06-GO,Risco Baixo,Média
segunda-feira,BR-376,284.5,Pleno dia,Crescente,Nevoeiro/Neblina,Simples,Reta,-23.85909,-51.25987,DEL07-PR,Risco Médio,Baixa
terça-feira,BR-153,80.0,Pleno dia,Crescente,Nublado,Simples,Não Informado,-20.90885,-49.47903,DEL09-SP,Risco Baixo,Alta
segunda-feira,BR-40,7.8,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-16.04629,-47.98061,DEL01-DF,Risco Médio,Alta
quarta-feira,BR-101,331.0,Plena Noite,Decrescente,Céu Claro,Múltipla,Curva,-22.86766,-43.19534,DEL02-RJ,Risco Médio,Alta
sábado,BR-222,231.0,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Reta,-5.248291,-49.05853,DEL03-PA,Risco Médio,Baixa
domingo,BR-365,28.0,Pleno dia,Crescente,Ignorado,Simples,Reta,-16.84277,-44.08618,DEL12-MG,Risco Médio,Média
sábado,BR-101,26.3,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-10.41385,-36.92027,DEL02-SE,Risco Médio,Alta
terça-feira,BR-153,145.7,Pleno dia,Decrescente,Chuva,Múltipla,Reta,-7.218319,-48.24629,DEL02-TO,Risco Médio,Alta
sexta-feira,BR-277,531.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-25.09722,-52.96579,DEL04-PR,Risco Médio,Média
terça-feira,BR-116,618.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-13.34825,-40.01659,DEL03-BA,Risco Médio,Alta
segunda-feira,BR-386,432.0,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-29.83852,-51.30383,DEL04-RS,Risco Baixo,Média
segunda-feira,BR-101,96.5,Pleno dia,Crescente,Sol,Múltipla,Reta,-5.849496,-35.20891,DEL01-RN,Risco Baixo,Alta
terça-feira,BR-392,66.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-31.7619,-52.3929,DEL07-RS,Risco Baixo,Média
terça-feira,BR-364,31.2,Plena Noite,Crescente,Céu Claro,Simples,Reta,-20.00981,-48.92823,DEL13-MG,Risco Alto,Alta
quinta-feira,BR-476,119.0,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,-25.36379,-49.1856,DEL01-PR,Risco Médio,Baixa
sexta-feira,BR-290,68.0,Plena Noite,Crescente,Céu Claro,Simples,Rotatória,-29.94204,-50.93599,DEL03-RS,Risco Médio,Baixa
quinta-feira,BR-101,5.7,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Reta,-11.57919,-37.87331,DEL02-SE,Risco Médio,Alta
quinta-feira,BR-70,416.0,Amanhecer,Crescente,Nevoeiro/Neblina,Simples,Reta,-15.67376,-55.30242,DEL05-MT,Risco Alto,Baixa
domingo,BR-116,245.0,Plena Noite,Decrescente,Ignorado,Simples,Reta,-29.74981,-51.15125,DEL01-RS,Risco Médio,Alta
domingo,BR-101,114.0,Plena Noite,Crescente,Céu Claro,Dupla,Não Informado,-5.982223,-35.2649,DEL01-RN,Risco Baixo,Alta
sábado,BR-381,502.5,Pleno dia,Crescente,Sol,Dupla,Curva,-20.0362,-44.24586,DEL01-MG,Risco Médio,Alta
terça-feira,BR-153,184.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-14.37792,-49.15807,DEL07-GO,Risco Médio,Alta
quarta-feira,BR-381,86.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-23.4593,-46.57161,DEL03-SP,Risco Médio,Alta
sexta-feira,BR-60,75.1,Pleno dia,Crescente,Sol,Dupla,Não Informado,-16.2774,-48.7864,DEL02-GO,Risco Médio,Média
quinta-feira,BR-116,439.0,Plena Noite,Decrescente,Nublado,Simples,Curva,-24.45774,-47.81498,DEL05-SP,Risco Médio,Alta
